 Td        ID        Tj        Df        Dd        Db
192       816       191         0         1         1
192       815       190         0         2         2
193      2378        90        13        90       103
193      2325        77        13       103       116
193       807       189         1         3         4
193       808       189         1         3         4
193       813       190         0         3         3
193       817       191         0         2         2
193       823       192         0         1         1
193       821       192         0         1         1
193       822       192         0         1         1
194      2270        66        11       117       128
194      2271        66        11       117       128
194      2805       189         0         5         5
194      2068        18         0       176       176
194       830       193         0         1         1
194       818       191         0         3         3
195       819       191         1         3         4
195       829       193         0         2         2
195       835       194         0         1         1
196      2274        66        11       119       130
196      2383        91        13        92       105
196      2331        78        13       105       118
196      2657       155         5        36        41
196      2522       123         4        69        73
196       824       192         0         4         4
196       839       195         0         1         1
196       845       196         0         0         0
196       825       192         1         3         4
196       833       194         0         2         2
197      2334        78        13       106       119
197      2526       125         1        71        72
197      2236        58         8       131       139
197       842       196         0         1         1
197       846       197         0         0         0
197       840       195         1         1         2
197       826       193         0         4         4
197       827       193         0         4         4
197       828       193         0         4         4
197       831       194         0         3         3
197       832       194         0         3         3
197       834       194         0         3         3
198      2208        50         8       140       148
198      2386        93         6        99       105
198      2336        79        13       106       119
198      2339        79        13       106       119
198       850       197         0         1         1
198       855       198         0         0         0
198       838       195         1         2         3
199      2467       109         0        90        90
199       836       195         0         4         4
199       841       196         1         2         3
199       843       196         1         2         3
199       844       196         1         2         3
200      2241        59         8       133       141
200      2282        68        11       121       132
200      2832       194         0         6         6
200       849       197         1         2         3
200       837       195         0         5         5
200       857       199         0         1         1
200       860       199         0         1         1
200       864       200         0         0         0
200       851       198         0         2         2
200       853       198         0         2         2
201      2340        80        13       108       121
201       847       197         1         3         4
201       852       198         0         3         3
201       854       198         0         3         3
201       862       200         0         1         1
201       870       201         0         0         0
202      2343        80        13       109       122
202       859       199         1         2         3
202       874       202         0         0         0
202       848       197         1         4         5
202       856       199         0         3         3
202       861       200         0         2         2
202       863       200         0         2         2
202       866       201         0         1         1
203      2580       138         5        60        65
203       876       203         0         0         0
203       858       199         1         3         4
204       865       200         1         3         4
204       867       201         0         3         3
205      2247        60         9       136       145
205       880       203         1         1         2
205       872       202         1         2         3
205       873       202         1         2         3
205       875       202         1         2         3
205       868       201         1         3         4
205       869       201         1         3         4
205       871       202         0         3         3
206      2664       156        11        39        50
206       877       203         0         3         3
206       878       203         0         3         3
206       881       204         0         2         2
206       882       204         0         2         2
206       890       205         0         1         1
206       888       205         0         1         1
206       887       205         0         1         1
206       879       203         1         2         3
206       883       204         0         2         2
207      2658       155         8        44        52
207       884       204         1         2         3
207       893       206         0         1         1
207       896       207         0         0         0
208       886       205         1         2         3
208       885       204         1         3         4
208       891       206         0         2         2
208       892       206         0         2         2
208       894       206         0         2         2
208       895       206         0         2         2
209       909       209         0         0         0
209       906       209         0         0         0
209       889       205         1         3         4
209       897       207         0         2         2
209       901       208         0         1         1
210      2250        61         9       140       149
210       898       207         1         2         3
210       899       207         1         2         3
210       900       207         1         2         3
211      2253        61         9       141       150
211      2295        71        11       129       140
211      2254        61        10       140       150
211      2712       167         0        44        44
211      2565       134        21        56        77
211      2666       157         1        53        54
211      2694       162         2        47        49
211       902       208         1         2         3
211       903       208         1         2         3
211       904       208         1         2         3
211       905       208         1         2         3
211       907       209         0         2         2
211       911       210         0         1         1
212      2491       115         4        93        97
212       908       209         0         3         3
212       910       209         0         3         3
212       917       211         0         1         1
212       918       211         1         0         1
213      2550       131         2        80        82
213       914       210         1         2         3
213       915       210         1         2         3
213       912       210         0         3         3
213       924       212         0         1         1
213       923       212         0         1         1
213       922       212         0         1         1
213       913       210         0         3         3
214      2862       200         0        14        14
214       919       211         1         2         3
214       920       211         1         2         3
214       916       211         0         3         3
214       921       212         0         2         2
214       925       212         0         2         2
214       926       213         0         1         1
214       927       213         0         1         1
215      2546       130        14        71        85
215       929       213         0         2         2
215       928       213         0         2         2
215       933       215         0         0         0
215       932       215         0         0         0
215       930       213         1         1         2
216       931       215         0         1         1
216       934       215         0         1         1
216       935       215         0         1         1
217      2193        46         8       163       171
217       937       216         0         1         1
218      2620       147        12        59        71
218       939       216         0         2         2
218       936       216         0         2         2
218       943       217         0         1         1
218       938       216         0         2         2
219      2310        74        12       133       145
219       940       216         0         3         3
219       941       217         0         2         2
220      2537       128        13        79        92
220      2070        19       176        25       201
220       942       217         0         3         3
220       954       220         0         0         0
220       950       218         1         1         2
220       944       217         0         3         3
221      2622       147        17        57        74
221      2365        88        12       121       133
221       945       217         0         4         4
221       946       218         0         3         3
221       947       218         0         3         3
221       948       218         1         2         3
221       949       218         1         2         3
221       955       220         0         1         1
221       957       221         0         0         0
221       951       220         0         1         1
221       952       220         0         1         1
221       953       220         0         1         1
222      2426       101        16       105       121
222       958       221         0         1         1
222       965       222         0         0         0
222       964       222         0         0         0
222       956       221         0         1         1
222       959       221         0         1         1
222       960       221         0         1         1
223      2511       119         0       104       104
223       966       223         0         0         0
224      2370        89        12       123       135
224      2363        86        10       128       138
224       961       222         0         2         2
224       962       222         0         2         2
224       963       222         0         2         2
224       969       223         0         1         1
224       967       223         0         1         1
224       968       223         0         1         1
225      2928       213         0        12        12
225      2374        89        13       123       136
225       970       223         0         2         2
225       971       224         0         1         1
225       972       224         0         1         1
225       975       224         0         1         1
225       973       224         0         1         1
225       974       224         0         1         1
225       976       225         0         0         0
226      2322        76        13       137       150
226       977       225         0         1         1
226       978       225         0         1         1
226       979       225         0         1         1
227       980       225         0         2         2

Battle result: Loss

Earth army statistics
Total earth soldiers: 687
Total earth tanks: 197
Total earth gunnery: 96
Percentage of destructed earth soldiers relative to total soldiers: 100%
Percentage of destructed earth tanks relative to total tanks: 100%
Percentage of destructed earth gunnery relative to total gunnery: 100%
Percentage of total destructed units relative to total units: 100%
Average Delay before first being shot: 0.470408
Average time to destruction after first shot: 2.68878
Average battle time: 3.15918
Df/Db percentage: 14.8902 %
Dd/Db percentage: 85.1098%

Alien army statistics
Total alien soldiers: 517
Total alien drones: 276
Total alien monsters: 187
Percentage of destructed alien soldiers relative to total soldiers: 35.2031%
Percentage of destructed alien drones relative to total drones: 13.7681%
Percentage of destructed alien monsters relative to total monsters: 59.3583%
Percentage of total destructed units relative to total units: 33.7755%
Average Delay before first being shot: 6.11178
Average time to destruction after first shot: 49.4804
Average battle time: 55.5921
Df/Db percentage: 10.994%
Dd/Db percentage: 89.006%
