 Td        ID        Tj        Df        Dd        Db
123      2796       112         4         7        11
123      2799       112         5         6        11
123      2800       112         5         6        11
123      2765       109         4        10        14
123      2766       109         4        10        14
123      2803       114         4         5         9
123      2804       114         4         5         9
124      2805       114         4         6        10
124      2807       114         4         6        10
124      2809       114         4         6        10
124      2810       115         4         5         9
124      2811       115         4         5         9
124      2816       115         4         5         9
125      2818       115         4         6        10
125      2801       114         4         7        11
125      2819       119         3         3         6
125      2821       119         3         3         6
125      2822       119         3         3         6
125      2823       119         3         3         6
125      2835       125         0         0         0
125      2827       119         3         3         6
125      2812       115         4         6        10
126      2824       119         3         4         7
126      2838       126         0         0         0
126      2843       126         0         0         0
126      2828       125         0         1         1
126      2829       125         0         1         1
126       827       119         1         6         7
127      2839       126         1         0         1
127      2841       126         1         0         1
127      2831       125         1         1         2
127      2844       126         0         1         1
128      2837       126         1         1         2
128      2840       126         1         1         2
128      2848       127         0         1         1
128      2853       127         0         1         1
128      2842       126         1         1         2
128      2845       126         1         1         2
128      2830       125         1         2         3
128      2832       125         1         2         3
128      2833       125         1         2         3
129      2834       125         1         3         4
129      2836       125         1         3         4
129      2847       127         1         1         2
129      2849       127         1         1         2
129      2850       127         1         1         2
129      2851       127         1         1         2
129      2852       127         1         1         2
129      2854       127         1         1         2
130      2846       127         0         3         3
130      2856       129         0         1         1
130      2858       129         0         1         1
130      2859       129         0         1         1
130      2860       129         0         1         1
130      2855       129         0         1         1
130      2857       129         0         1         1
130      2863       129         0         1         1
130       836       125         1         4         5
130       835       125         1         4         5
130        53         8         5       117       122
130       833       125         1         4         5
130       811       115         0        15        15
131      2871       130         0         1         1
131      2869       130         0         1         1
131      2881       131         0         0         0
131       854       127         0         4         4
132      2861       129         1         2         3
132      2862       129         1         2         3
132      2864       130         0         2         2
132      2868       130         0         2         2
132      2866       130         1         1         2
132      2879       131         0         1         1
132      2873       131         0         1         1
132      2874       131         0         1         1
132      2875       131         0         1         1
132      2876       131         0         1         1
133      2877       131         0         2         2
133      2878       131         1         1         2
133      2880       131         1         1         2
133      2865       130         0         3         3
133      2867       130         0         3         3
133      2870       130         0         3         3
133      2872       130         0         3         3
133      2886       133         0         0         0
134      2882       133         0         1         1
134      2883       133         0         1         1
134      2885       133         0         1         1
134      2887       133         0         1         1
134      2888       133         0         1         1
134       882       131         0         3         3
134       881       131         0         3         3
134       879       131         0         3         3
135      2890       133         0         2         2
135      2884       133         0         2         2
135      2895       134         0         1         1
135      2889       133         0         2         2
135      2894       134         0         1         1
135      2899       134         1         0         1
135      2892       134         0         1         1
135      2893       134         0         1         1
136      2896       134         0         2         2
136      2897       134         0         2         2
136      2891       134         0         2         2
137      2898       134         0         3         3
138      2900       137         0         1         1
138      2903       137         0         1         1
138      2904       137         0         1         1
138      2901       137         0         1         1
138      2914       138         0         0         0
138       861       129         1         8         9
139      2905       137         1         1         2
139      2902       137         0         2         2
139      2906       137         0         2         2
139      2913       138         0         1         1
139      2907       137         1         1         2
139      2908       137         1         1         2
139      2909       138         0         1         1
139      2910       138         0         1         1
139       888       133         1         5         6
139       905       137         0         2         2
140      2923       139         0         1         1
140      2915       138         0         2         2
140      2924       139         0         1         1
140      2920       139         1         0         1
141      2926       139         1         1         2
141      2911       138         1         2         3
141      2916       138         1         2         3
141      2918       139         0         2         2
141      2919       139         0         2         2
141      2935       141         0         0         0
141      2921       139         1         1         2
141      2922       139         1         1         2
141       916       138         1         2         3
141       909       137         1         3         4
141       903       137         0         4         4
141       906       137         0         4         4
141       875       131         2         8        10
142      2925       139         1         2         3
142      2912       138         1         3         4
142      2917       138         1         3         4
142      2927       141         0         1         1
142      2931       141         0         1         1
142      2928       141         0         1         1
142      2933       141         1         0         1
142      2934       141         1         0         1
143      2929       141         0         2         2
143      2930       141         0         2         2
143      2932       141         0         2         2
144      2936       143         0         1         1
144      2937       143         0         1         1
144      2938       143         0         1         1
144      2939       143         0         1         1
144      2940       143         0         1         1
144      2941       143         0         1         1
144      2942       143         0         1         1
144      2943       143         0         1         1
144      2944       143         0         1         1
144       929       141         0         3         3
145      2946       144         0         1         1
145      2948       144         0         1         1
145      2949       144         0         1         1
145      2951       144         0         1         1
145      2952       144         0         1         1
145      2945       144         0         1         1
145      2947       144         0         1         1
145      2950       144         0         1         1
145       930       141         0         4         4
145       788       111         0        34        34
146      2954       145         0         1         1
146      2955       145         0         1         1
146      2957       145         0         1         1
146      2958       145         0         1         1
146      2959       145         0         1         1
146      2962       145         0         1         1
146      2961       145         0         1         1
146      2967       146         0         0         0
146      2963       146         0         0         0
146      2960       145         0         1         1
146      2953       144         1         1         2
146       940       143         1         2         3
147      2956       145         0         2         2
147      2965       146         0         1         1
147      2966       146         0         1         1
147      2970       146         0         1         1
147      2971       146         0         1         1
147      2969       146         0         1         1
147      2964       146         0         1         1
147      2968       146         0         1         1
147      2972       147         0         0         0
147       941       143         1         3         4
148      2973       147         0         1         1
148      2974       147         0         1         1
148      2975       147         0         1         1
148      2977       147         0         1         1
148      2976       147         0         1         1
148        57        10         5       133       138
149      2978       147         0         2         2
149      2979       147         0         2         2
149      2980       147         0         2         2
149      2982       148         0         1         1
149      2983       148         0         1         1
149      2984       148         0         1         1
149      2987       148         0         1         1
149      2997       149         0         0         0
149      2990       149         0         0         0
149      2985       148         0         1         1
149      2986       148         0         1         1
149      2988       148         0         1         1
149       934       141         1         7         8
149       974       147         0         2         2
149       108        16        12       121       133
149        58        10         6       133       139
150      2981       148         0         2         2
150      2996       149         0         1         1
150      2991       149         0         1         1
150      2994       149         0         1         1
150       931       141         1         8         9
150       947       144         1         5         6
150       983       148         0         2         2
150       973       147         0         3         3
150       970       146         0         4         4
150       937       143         1         6         7
150       784       111         0        39        39
151      2989       148         1         2         3
151      3006       150         0         1         1
151      3003       150         0         1         1
151      3000       150         0         1         1
151      3001       150         0         1         1
151      3002       150         0         1         1
151      3005       150         0         1         1
151       966       146         1         4         5
152      2992       149         0         3         3
152      2999       150         0         2         2
152      3004       150         0         2         2
152      3007       150         1         1         2
152      2993       149         1         2         3
153      2995       149         1         3         4
153      2998       149         1         3         4
153      3009       152         0         1         1
153      3011       152         0         1         1
153      3013       152         0         1         1
153      3008       152         0         1         1
153      3016       152         0         1         1
153      3010       152         0         1         1
153      3012       152         0         1         1
154      3015       152         0         2         2
154      3025       154         0         0         0
154       999       149         1         4         5
154      1007       150         1         3         4
155      3014       152         0         3         3
155      3018       154         0         1         1
155      3019       154         0         1         1
155      3020       154         0         1         1
155      3021       154         0         1         1
155      3022       154         0         1         1
155      1017       152         0         3         3
155        23         4         2       149       151
155      1023       154         0         1         1
156      3024       154         1         1         2
156      3017       154         0         2         2
156      3023       154         0         2         2
156      3041       156         0         0         0
156      3040       156         0         0         0
156      1020       154         1         1         2
156      1022       154         0         2         2
157      3028       155         1         1         2
157      3029       155         1         1         2
157      3033       155         1         1         2
157      3043       156         0         1         1
157      3026       155         0         2         2
157      3031       155         0         2         2
157      3032       155         0         2         2
157      3042       156         0         1         1
157      3037       156         0         1         1
158      3039       156         1         1         2
158      3027       155         1         2         3
158      3030       155         1         2         3
158      3049       157         0         1         1
158      3051       157         0         1         1
158      3034       155         0         3         3
158      3047       157         0         1         1
158      3053       158         0         0         0
158      3045       157         0         1         1
158      3046       157         0         1         1
158      3048       157         0         1         1
158      1032       155         1         2         3
158      1011       152         0         6         6
159      3050       157         1         1         2
159      3059       158         0         1         1
159      3035       156         2         1         3
159      3058       158         0         1         1
159      3069       159         0         0         0
159      3038       156         1         2         3
159      3044       157         0         2         2
159      3054       158         0         1         1
159      1040       156         1         2         3
159      1053       157         0         2         2
159      1037       156         0         3         3
160      3065       159         0         1         1
160      3036       156         3         1         4
160      3062       159         0         1         1
160      3055       158         1         1         2
160      3056       158         1         1         2
160      3057       158         1         1         2
160      3060       158         1         1         2
160      3061       158         1         1         2
160      1051       157         0         3         3
160      1010       152         0         8         8
160      1001       150         0        10        10
161      3052       157         1         3         4
161      3063       159         0         2         2
161      3073       160         0         1         1
161      3071       160         0         1         1
161      3067       159         1         1         2
162      3068       159         1         2         3
162      3070       159         1         2         3
162      3072       160         1         1         2
162      3074       160         1         1         2
162      3075       160         1         1         2
162      3076       160         1         1         2
162      3077       160         1         1         2
162      3064       159         1         2         3
162      3066       159         1         2         3
163      3078       160         1         2         3
163      3086       162         0         1         1
163      1061       158         1         4         5
164      3079       160         1         3         4
164      3080       162         0         2         2
164      3081       162         0         2         2
164      3082       162         1         1         2
164      1074       160         1         3         4
164      1087       162         0         2         2
165      3092       164         0         1         1
165      3102       165         0         0         0
165      3101       165         0         0         0
165      3087       162         1         2         3
165      3088       162         1         2         3
165      3083       162         1         2         3
165      3084       162         1         2         3
165      3089       164         0         1         1
165      3090       164         0         1         1
165      1084       162         0         3         3
165      1086       162         0         3         3
165      1083       162         0         3         3
166      3091       164         0         2         2
166      3104       165         0         1         1
166      3096       164         0         2         2
166      3093       164         1         1         2
166      3094       164         1         1         2
166      3097       164         1         1         2
166      3085       162         1         3         4
166      1085       162         0         4         4
166      1095       164         0         2         2
166      1082       162         0         4         4
166      1067       159         0         7         7
167      3105       165         1         1         2
167      3106       165         1         1         2
167      3095       164         1         2         3
167      3098       165         1         1         2
167      3099       165         1         1         2
167      3100       165         1         1         2
167      3109       167         0         0         0
167      3107       167         0         0         0
167      1069       159         1         7         8
167        27         4         2       161       163
167       199        35        17       115       132
167       202        35        17       115       132
168      3103       165         1         2         3
168      3114       167         0         1         1
168      3115       167         0         1         1
168      3118       168         0         0         0
168      1099       165         0         3         3
168      1115       167         0         1         1
169      3121       168         0         1         1
169      3132       169         0         0         0
169      3128       169         0         0         0
169      1101       165         0         4         4
169      1107       165         0         4         4
169      1114       167         0         2         2
170      3125       169         0         1         1
170      3133       169         0         1         1
170      3127       169         0         1         1
170      3130       169         0         1         1
170      3140       170         0         0         0
170      1094       164         1         5         6
170      1105       165         0         5         5
171      3108       167         0         4         4
171      3147       171         0         0         0
171      1112       167         1         3         4
171      1116       167         1         3         4
171      1118       168         1         2         3
171      1122       168         1         2         3
171      1119       168         0         3         3
171      1110       167         0         4         4
172      3110       167         1         4         5
172      3111       167         1         4         5
172      3113       167         1         4         5
172      1127       169         1         2         3
172      1144       171         0         1         1
172      1136       170         1         1         2
173      3146       171         0         2         2
173      3155       173         0         0         0
173      3116       168         1         4         5
173      3117       168         1         4         5
173      3119       168         1         4         5
173      3120       168         1         4         5
173      1137       170         1         2         3
173      1102       165         0         8         8
173        71        11         6       156       162
174      3123       168         1         5         6
174      3134       170         1         3         4
174      3135       170         1         3         4
174      3136       170         1         3         4
174      3137       170         1         3         4
174      3138       170         1         3         4
174      3157       173         0         1         1
174      3153       173         0         1         1
174      3152       173         0         1         1
174      3141       170         2         2         4
174      3124       168         2         4         6
174      3112       167         1         6         7
174      3126       169         1         4         5
174      3129       169         1         4         5
174      1149       171         0         3         3
175      3131       169         2         4         6
175      3122       168         1         6         7
175      1152       171         0         4         4
176      3139       170         2         4         6
176      3142       170         2         4         6
176      3143       171         1         4         5
176      3144       171         1         4         5
176      3145       171         2         3         5
177      3150       171         2         4         6
177      3151       171         2         4         6
177      3161       174         1         2         3
177      3162       174         1         2         3
177      3175       177         0         0         0
177      3163       174         1         2         3
177      3164       174         1         2         3
177      3165       174         2         1         3
177      3166       174         2         1         3
177      3167       174         2         1         3
177      1153       173         1         3         4
178      3154       173         2         3         5
178      3156       173         2         3         5
178      3158       173         2         3         5
178      3159       173         2         3         5
178      3160       173         2         3         5
178      1154       173         1         4         5
179      3148       171         2         6         8
179      3149       171         2         6         8
179      3168       174         2         3         5
179      3170       177         1         1         2
179      3171       177         1         1         2
179      3172       177         1         1         2
179      3173       177         1         1         2
180      3186       179         0         1         1
180      3183       179         0         1         1
180      3169       174         2         4         6
180      1186       179         0         1         1
180      1179       177         2         1         3
180      1178       177         2         1         3
180      1168       174         1         5         6
180      1181       179         0         1         1
181      3190       180         0         1         1
181      3182       179         0         2         2
181      3199       181         0         0         0
181      3179       179         1         1         2
181      3181       179         1         1         2
181      3184       179         1         1         2
181      3185       179         1         1         2
181      3187       179         1         1         2
181      3174       177         2         2         4
182      3176       177         2         3         5
182      3177       177         2         3         5
182      3178       177         2         3         5
182      3191       180         0         2         2
182      3202       181         0         1         1
182      3203       181         0         1         1
182      3192       180         1         1         2
182      3193       180         1         1         2
182      3194       180         1         1         2
183      3195       180         1         2         3
183      3196       180         1         2         3
183      3180       179         1         3         4
183      3209       182         0         1         1
183      3208       182         0         1         1
183      3217       183         0         0         0
183      3220       183         0         0         0
183      3215       183         0         0         0
183      3188       180         0         3         3
183      3189       180         0         3         3
184      3197       181         1         2         3
184      3200       181         1         2         3
184      3201       181         1         2         3
184      3204       181         1         2         3
184      3222       183         0         1         1
184      3205       181         1         2         3
184      1164       174         6         4        10
184      1202       181         0         3         3
184      1200       181         0         3         3
184      1198       181         0         3         3
185      3224       184         0         1         1
185      3198       181         1         3         4
185        38         7         4       174       178
186      3206       182         1         3         4
186      3207       182         1         3         4
186      1184       179         0         7         7
186        39         7         4       175       179
187      3211       182         1         4         5
187      3238       185         0         2         2
187      3233       185         0         2         2
187      3236       185         0         2         2
187      1195       180         0         7         7
187      1238       185         0         2         2
187      1235       185         0         2         2
187      1236       185         0         2         2
188      3219       183         1         4         5
188      3247       187         0         1         1
188      3237       185         1         2         3
188      3239       185         1         2         3
188      3240       185         1         2         3
188      1206       181         1         6         7
188      1217       183         1         4         5
189      3258       188         0         1         1
189      3248       187         0         2         2
189      3252       188         0         1         1
189      3210       182         1         6         7
189      3212       182         1         6         7
189      3213       182         1         6         7
190      3214       182         1         7         8
190      3225       184         1         5         6
190      3227       184         1         5         6
190      3228       184         1         5         6
190      3229       184         1         5         6
190      3230       184         1         5         6
190      3251       188         0         2         2
190      3256       188         0         2         2
190      3231       184         1         5         6
190      3232       184         1         5         6
191      3216       183         1         7         8
191      3218       183         1         7         8
191      3221       183         1         7         8
191      3223       183         1         7         8
191      3243       187         2         2         4
192      3226       184         1         7         8
192      3257       188         3         1         4
193      3234       185         1         7         8
193      3235       185         1         7         8
193      3242       187         1         5         6
193      3244       187         2         4         6
193      3245       187         2         4         6
193      3249       187         2         4         6
193      3250       187         2         4         6
193      3241       185         2         6         8
194      3259       188         3         3         6
194      3246       187         2         5         7
194      3253       188         2         4         6
194      1249       187         0         7         7
194      1254       188         0         6         6
194      1252       188         0         6         6
194      1234       185         2         7         9
194      1257       188         0         6         6
194       128        20        17       157       174
195      3254       188         2         5         7
195      3255       188         2         5         7
195      3262       194         0         1         1
195      3264       194         0         1         1
195      3273       195         0         0         0
195      3266       194         0         1         1
195      1248       187         0         8         8
196      3260       194         0         2         2
196      3275       195         0         1         1
196      3261       194         0         2         2
196      3263       194         0         2         2
196      3265       194         0         2         2
196      3267       194         0         2         2
196      3268       194         0         2         2
197      3281       196         0         1         1
197      3289       197         0         0         0
197      3294       197         0         0         0
197      3269       195         1         1         2
198      3270       195         1         2         3
198      3272       195         1         2         3
199      3271       195         1         3         4
199      3274       195         1         3         4
199      3276       195         1         3         4
199      3277       195         1         3         4
199      1274       195         0         4         4
199      1276       195         1         3         4
199      1275       195         0         4         4
199      1273       195         0         4         4
200      1277       195         1         4         5
200      1272       195         0         5         5
200      1270       195         0         5         5
200        43         7         4       189       193
200      1158       173         0        27        27
200       783       110         0        90        90
201      3278       196         1         4         5
201      3280       196         1         4         5
201      3282       196         1         4         5
201      3284       196         1         4         5
201      3297       199         0         2         2
201      3301       199         0         2         2
202      3310       202         0         0         0
202      3304       199         2         1         3
202      3279       196         1         5         6
202      3283       196         1         5         6
202      3285       196         1         5         6
203      3286       196         1         6         7
203      3287       197         1         5         6
203      3288       197         1         5         6
203      3290       197         1         5         6
203      3291       197         1         5         6
203      3292       197         1         5         6
203      3305       202         0         1         1
204      3295       197         1         6         7
204      3316       204         0         0         0
204      3315       204         0         0         0
204      3303       199         1         4         5
204      3308       202         1         1         2
204      1291       197         1         6         7
205      3309       202         1         2         3
205      3311       202         1         2         3
205      3312       202         1         2         3
205      3314       204         0         1         1
205      3329       205         0         0         0
205      3321       204         1         0         1
205      3313       202         2         1         3
205      3293       197         1         7         8
205      3296       199         1         5         6
205      3298       199         1         5         6
205      1313       202         0         3         3
205      1317       204         0         1         1
205      1309       202         0         3         3
205        77        12         8       185       193
205        78        12         8       185       193
206      3299       199         1         6         7
206      3300       199         1         6         7
206      3302       199         1         6         7
206      3306       202         1         3         4
206      3307       202         1         3         4
206      3327       205         0         1         1
206      3331       205         0         1         1
206      3335       206         0         0         0
206      3339       206         0         0         0
207      3317       204         1         2         3
207      3318       204         1         2         3
207      3319       204         1         2         3
207      3320       204         1         2         3
207      3322       204         1         2         3
207      3332       206         0         1         1
207      3344       207         0         0         0
207      3324       205         1         1         2
207      1324       205         0         2         2
207      1337       206         0         1         1
207      1333       206         0         1         1
208      3325       205         1         2         3
208      3326       205         1         2         3
208      3328       205         1         2         3
208      3330       205         1         2         3
208      3354       208         0         0         0
208      3333       206         1         1         2
208      3334       206         1         1         2
208      1334       206         0         2         2
208       140        21        17       170       187
209      3336       206         1         2         3
209      3337       206         1         2         3
209      3340       206         1         2         3
209      3323       205         1         3         4
209      3342       207         0         2         2
209      3349       207         0         2         2
209      1314       202         1         6         7
210      3345       207         1         2         3
210      3348       207         1         2         3
210      3365       209         0         1         1
210      3350       208         0         2         2
210      3373       210         0         0         0
210      3338       206         1         3         4
210      1318       204         1         5         6
210      1357       208         0         2         2
210      1354       208         0         2         2
210      1308       202         0         8         8
211      3352       208         1         2         3
211      3355       208         1         2         3
211      3357       208         1         2         3
211      3374       210         0         1         1
211      3381       211         0         0         0
211      3341       207         1         3         4
211      3343       207         1         3         4
211      1336       206         1         4         5
212      3346       207         1         4         5
212      3347       207         1         4         5
212      3359       209         1         2         3
212      3360       209         1         2         3
212      3361       209         1         2         3
212      3362       209         1         2         3
212      3385       211         0         1         1
212      3388       212         0         0         0
212      3363       209         1         2         3
212      3364       209         1         2         3
212      1323       204         1         7         8
212      1361       209         0         3         3
212      1385       211         0         1         1
212       242        40        22       150       172
212       416        63        43       106       149
213      3351       208         1         4         5
213      3353       208         1         4         5
213      3356       208         1         4         5
213      3358       208         1         4         5
213      3368       210         1         2         3
213      3393       212         0         1         1
213      3394       212         0         1         1
213      3377       211         0         2         2
213      3395       213         0         0         0
213      3397       213         0         0         0
213      3369       210         1         2         3
213      3370       210         1         2         3
213      3371       210         1         2         3
213      3372       210         1         2         3
213      1365       209         0         4         4
213      1356       208         1         4         5
213      1386       211         0         2         2
213      1380       211         0         2         2
213      1353       208         0         5         5
214      3375       210         2         2         4
214      3376       210         2         2         4
214      3366       209         1         4         5
214      3367       209         1         4         5
214      3398       213         0         1         1
214      3380       211         0         3         3
214      3378       211         1         2         3
214      3379       211         1         2         3
214      1384       211         1         2         3
214      1404       213         0         1         1
214      1109       167         5        42        47
215      3384       211         2         2         4
215      3386       212         1         2         3
215      3387       212         2         1         3
215      3389       212         2         1         3
215      3391       212         2         1         3
215      3392       212         2         1         3
215      3396       213         1         1         2
215      3399       213         1         1         2
216      3390       212         2         2         4
216      3404       215         0         1         1
216      3413       216         0         0         0
216      3382       211         2         3         5
216      3383       211         2         3         5
216      1402       213         1         2         3
217      3421       216         0         1         1
217      3415       216         0         1         1
217      3409       215         0         2         2
217      3410       215         0         2         2
217      3400       213         1         3         4
217      3401       213         1         3         4
217      3402       213         1         3         4
217      1383       211         0         6         6
218      3411       215         1         2         3
218      3412       215         1         2         3
218      3403       213         2         3         5
218      3414       216         0         2         2
218      1391       212         0         6         6
218      1409       215         0         3         3
219      3405       215         1         3         4
219      3406       215         1         3         4
219      3407       215         1         3         4
219      3427       218         0         1         1
219      3428       218         0         1         1
219      3408       215         1         3         4
219      3416       216         1         2         3
219      1419       216         0         3         3
219      1417       216         0         3         3
220      3417       216         1         3         4
220      3418       216         1         3         4
220      3419       216         1         3         4
220      3420       216         1         3         4
220        28         5         2       213       215
220      1432       219         0         1         1
221      3423       218         1         2         3
221      3445       220         0         1         1
221      3444       220         0         1         1
221      3432       219         0         2         2
221      3430       218         0         3         3
221      1413       215         1         5         6
221      1448       220         0         1         1
221      1441       220         0         1         1
221      1423       218         0         3         3
221      1307       202        10         9        19
222      3447       220         0         2         2
222      3450       222         0         0         0
222      3455       222         0         0         0
222      3437       219         1         2         3
222      3422       218         1         3         4
222      3424       218         1         3         4
222      1431       218         1         3         4
222      1406       215         0         7         7
222       441        65        45       112       157
223      3426       218         1         4         5
223      3456       222         0         1         1
223      3446       220         0         3         3
223      3464       223         0         0         0
223      3462       223         0         0         0
223      1435       219         1         3         4
223      1457       222         0         1         1
223       148        22        19       182       201
223       150        22        19       182       201
223        84        13         9       201       210
224      3431       219         1         4         5
224      3433       219         1         4         5
224      3434       219         1         4         5
224      3435       219         1         4         5
224      3436       219         1         4         5
224      3438       219         1         4         5
224      3439       219         2         3         5
224      3425       218         1         5         6
224      1464       223         0         1         1
224      1465       223         0         1         1
224      1460       223         0         1         1
225      3429       218         1         6         7
225      3440       220         1         4         5
225      3441       220         1         4         5
225      3466       223         0         2         2
225      3483       225         0         0         0
225      3484       225         0         0         0
225      3474       224         0         1         1
225      3442       220         1         4         5
225      3443       220         1         4         5
225      3448       220         1         4         5
225      1454       222         0         3         3
226      3451       222         1         3         4
226      3452       222         1         3         4
226      3453       222         1         3         4
226      3477       225         0         1         1
226      3461       223         0         3         3
226      3488       226         0         0         0
226      3454       222         2         2         4
227      3492       226         0         1         1
227      3487       226         0         1         1
227      3449       222         2         3         5
227      3500       227         0         0         0
227      3499       227         0         0         0
227      3496       227         0         0         0
227      1467       223         1         3         4
228      3460       223         2         3         5
228      3463       223         2         3         5
228      3465       223         2         3         5
228      3485       226         0         2         2
228      3486       226         0         2         2
228      1493       226         0         2         2
228      1489       226         0         2         2
228      1487       226         0         2         2
228      1478       225         0         3         3
229      3473       224         2         3         5
229      3475       224         2         3         5
229      3509       228         0         1         1
229      3506       228         0         1         1
229      3457       222         2         5         7
229      3458       223         1         5         6
229      3459       223         1         5         6
229      1468       224         0         5         5
230      3480       225         2         3         5
230      3481       225         2         3         5
230      3482       225         2         3         5
230      3520       229         0         1         1
230      3512       229         0         1         1
230      3528       230         0         0         0
230      1491       226         1         3         4
230      1482       225         1         4         5
230      1474       224         0         6         6
230        87        13         9       208       217
231      3527       230         0         1         1
231      3526       230         0         1         1
231      3514       229         1         1         2
231      3525       230         0         1         1
231      3534       231         0         0         0
231      3467       224         2         5         7
231      3468       224         2         5         7
231      3469       224         2         5         7
231      3470       224         2         5         7
231      3471       224         2         5         7
231      3472       224         2         5         7
231      1517       229         1         1         2
231      1521       229         1         1         2
231      1533       231         0         0         0
231      1527       230         0         1         1
231      1520       229         0         2         2
232      3516       229         2         1         3
232      3541       232         0         0         0
232      3546       232         0         0         0
232      3498       227         2         3         5
232      3501       227         2         3         5
232      1502       227         1         4         5
233      3502       227         2         4         6
233      3476       225         2         6         8
233      3542       232         0         1         1
233      3522       230         2         1         3
233      3517       229         3         1         4
233      3518       229         0         4         4
233      3503       228         2         3         5
233      3504       228         2         3         5
233      3505       228         2         3         5
233      1515       229         0         4         4
234      3508       228         2         4         6
234      3521       230         3         1         4
234      1526       230         0         4         4
234      1529       230         0         4         4
235      3510       228         3         4         7
235      3489       226         2         7         9
235      3490       226         2         7         9
235      3491       226         2         7         9
236      3515       229         3         4         7
236      3494       227         2         7         9
236      3495       227         2         7         9
236      3497       227         2         7         9
236      1540       232         1         3         4
237      3557       236         0         1         1
237      3560       236         0         1         1
237      3524       230         3         4         7
237      3529       230         3         4         7
237      3478       225         2        10        12
237      3479       225         2        10        12
237      1558       236         0         1         1
237      1547       232         0         5         5
238      3563       236         0         2         2
238      3562       236         0         2         2
238      3536       231         3         4         7
238      3511       228         3         7        10
238      1566       236         0         2         2
238      1565       236         0         2         2
238      1514       229         0         9         9
238      1450       222         0        16        16
239      3493       226         2        11        13
239      3513       229         2         8        10
239      3540       232         3         4         7
239      3574       238         0         1         1
239      3571       238         0         1         1
239      3572       238         0         1         1
239      3581       239         0         0         0
239      1572       238         0         1         1
240      3544       232         4         4         8
240      3545       232         4         4         8
240      3547       232         4         4         8
240      3519       229         3         8        11
240      3548       233         3         4         7
240      3579       239         0         1         1
240      3592       240         0         0         0
240      3587       240         0         0         0
240      3549       233         3         4         7
240      3550       233         3         4         7
240      3551       233         4         3         7
240       266        44        26       170       196
240      1580       239         0         1         1
240      1589       240         0         0         0
240      1541       232         1         7         8
241      3552       233         4         4         8
241      3553       233         4         4         8
241      3554       233         4         4         8
241      3555       233         4         4         8
241      3556       233         4         4         8
241      3523       230         3         8        11
241      3590       240         0         1         1
241      3591       240         0         1         1
241      3576       239         0         2         2
241      3596       241         0         0         0
241      1588       240         0         1         1
241       154        25        19       197       216
241      1586       240         0         1         1
242      3507       228         2        12        14
242      3532       231         3         8        11
242      3533       231         3         8        11
242      3535       231         3         8        11
242      3537       231         3         8        11
242      3538       231         3         8        11
243      3539       232         3         8        11
243      3543       232         3         8        11
243      3558       236         3         4         7
243      3559       236         3         4         7
243      3561       236         3         4         7
243      3564       236         3         4         7
243      3565       236         3         4         7
243      3599       241         0         2         2
243      3589       240         1         2         3
243      3584       240         2         1         3
243      3585       240         2         1         3
243      1563       236         1         6         7
244      3566       238         3         3         6
244      3567       238         3         3         6
244      3568       238         3         3         6
244      3569       238         3         3         6
244      3570       238         3         3         6
244      3573       238         3         3         6
244      3530       231         3        10        13
244      3531       231         3        10        13
244      3575       239         3         2         5
244      3577       239         3         2         5
244      1577       239         1         4         5
245      3583       239         4         2         6
245      3602       244         0         1         1
245      3608       244         0         1         1
245      3604       244         0         1         1
245      3612       245         0         0         0
245      1583       239         1         5         6
245      1591       240         0         5         5
246      3597       241         3         2         5
246      3598       241         3         2         5
246      3600       241         3         2         5
246      3601       241         3         2         5
246      1596       241         0         5         5
246       159        25        19       202       221
246      1594       241         0         5         5
247      3578       239         3         5         8
247      3580       239         3         5         8
247      3622       246         0         1         1
247      3627       246         0         1         1
247      3582       239         3         5         8
247      3586       240         3         4         7
247      3588       240         3         4         7
247      3593       241         2         4         6
247      3594       241         2         4         6
247        54         8         5       234       239
248      3595       241         2         5         7
248      3603       244         1         3         4
248      3605       244         1         3         4
248      3606       244         1         3         4
248      3607       244         1         3         4
248      3631       247         0         1         1
248      3644       248         0         0         0
248      3638       248         0         0         0
248      1605       244         0         4         4
248      1603       244         0         4         4
249      3640       248         0         1         1
249      3642       248         0         1         1
249      3651       249         0         0         0
249      3609       244         2         3         5
249      3610       244         2         3         5
249      3611       245         1         3         4
249      3613       245         1         3         4
249      1618       245         1         3         4
249      1635       247         0         2         2
250      3647       249         0         1         1
250      3614       245         1         4         5
250      3615       245         1         4         5
250      3616       245         1         4         5
250      1649       249         0         1         1
251      3653       249         0         2         2
251      3617       245         2         4         6
251      3618       245         2         4         6
251      3619       245         2         4         6
251      1650       249         0         2         2
251      1630       247         0         4         4
251        98        15        10       226       236
252      3620       246         2         4         6
252      3621       246         2         4         6
253      3656       250         0         3         3
253      3629       247         3         3         6
254      3630       247         3         4         7
254      3632       247         3         4         7
254      3633       247         3         4         7
254      3634       247         3         4         7
254      3635       247         4         3         7
254      3636       247         4         3         7
254      3677       254         0         0         0
254      3641       248         3         3         6
254      1660       250         0         4         4
255      3672       252         3         0         3
255      3676       254         0         1         1
255      3684       255         0         0         0
255      3643       248         4         3         7
255      3645       248         4         3         7
255      3646       248         4         3         7
255      3648       249         3         3         6
255      1666       252         0         3         3
256      3649       249         3         4         7
256      3650       249         3         4         7
256      3652       249         3         4         7
256      3654       249         3         4         7
256      3655       249         3         4         7
256      3687       255         0         1         1
256      3692       256         0         0         0
